marca,modelo,transmision,combustible,propulsion,cilindrada,carroceria,co2,ciudad,carretera,mixto
Peugeot,"3008 2,0 Lts. Blue Hdi 180HP Station Wagon 5P. T/A Diésel ",A,Diésel,Combustión,2.0,Station Wagon,133,17.7,21.3,19.8
Foton,"Sauvana 2,0 Lts. Station Wagon, 7 asientos 5P. T/M 4x4 Otto ",M,Gasolina,Combustión,2.0,Station Wagon,245,8.0,11.1,9.7
Foton,"Sauvana 2,0 Lts. Station Wagon, 7 asientos 5P. T/M 4x2 Otto ",M,Gasolina,Combustión,2.0,Station Wagon,245,8.0,11.1,9.7
Foton,"Sauvana 2,0 Lts. Station Wagon, 5 asientos 5P. T/M 4x4 Otto ",M,Gasolina,Combustión,2.0,Station Wagon,245,8.0,11.1,9.7
Foton,"Sauvana 2,0 Lts. Station Wagon, 5 asientos 5P. T/M 4x2 Otto ",M,Gasolina,Combustión,2.0,Station Wagon,245,8.0,11.1,9.7
BMW,"M 140i 3,0 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,3.0,Hatchback,184,9.1,16.8,12.8
BMW,"M 140i 3,0 Lts. Hatchback 3P. T/A Otto ",A,Gasolina,Combustión,3.0,Hatchback,184,9.1,16.8,12.8
BMW,"M 240i 3,0 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,3.0,Coupé,184,9.1,16.8,12.8
BMW,"M 240i Cabrio 3,0 Lts. Convertible 2P. T/A Otto ",A,Gasolina,Combustión,3.0,Cabriolet,184,9.1,16.8,12.8
Volkswagen,"Caddy 1,6 Lts. Furgón 5P. T/M Diésel ",M,Diésel,Combustión,1.6,Furgón,153,14.6,19.3,17.2
Nissan,MARCH (K13) 1.6 AT 4x2,A,Gasolina,Combustión,1.6,Hatchback,166,10.5,18.1,14.3
Volvo,"XC90 T8 AWD 2,0 Lts. Station Wagon 5P. 7 asientos Híbrido T/A 4x4",A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,2.0,Station Wagon,49,23.6,-,-
Volvo,"XC90 T8 AWD 2,0 Lts. Station Wagon 5P. 4 asientos Híbrido T/A 4x4",A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,2.0,Station Wagon,49,23.6,-,-
Nissan,KICKS (P15) 1.6 CVT 4x2,A,Gasolina,Combustión,1.6,Station Wagon,156,11.9,18.1,15.2
BMW,"220i 2,0 Lts. Coupé 2P. T/A Otto ",A,Gasolina,Combustión,2.0,Coupé,150,12.0,19.3,15.7
BMW,"220i 2,0 Lts. Cabriolet 2P. T/A Otto ",A,Gasolina,Combustión,2.0,Cabriolet,150,12.0,19.3,15.7
Kia,"Soul (PS) 1,6 Lts. Station Wagon 5P. T/M Diésel ",M,Diésel,Combustión,1.6,Station Wagon,149,14.7,20.0,17.6
Kia,"Cerato (YD) 2,0 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,2.0,Sedán,187,8.8,16.9,12.7
Kia,"Cerato 5(YD) 2,0 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,2.0,Hatchback,187,8.8,16.9,12.7
Kia,"Koup (YD) 2,0 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,2.0,Coupé,187,8.8,16.9,12.7
Kia,"Soul (PS) 1,6 Lts. 7DCT DSL Station Wagon 5P. T/A Diésel",A,Diésel,Combustión,1.6,Station Wagon,149,15.5,19.4,17.7
Kia,"Cerato 5(YD) 2,0 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,2.0,Hatchback,176,10.0,17.0,13.5
Kia,"Cerato (YD) 2,0 Lts. Sedán 4P. T/M Otto",M,Gasolina,Combustión,2.0,Sedán,176,10.0,17.0,13.5
Kia,"Koup (YD) 2,0 Lts. Coupé 2P. T/M Otto",M,Gasolina,Combustión,2.0,Coupé,176,10.0,17.0,13.5
Hyundai,"Sonata LF 2,0 Lts. GDI Sedán 4P. T/A Híbrido",A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,2.0,Sedán,117,22.9,19.5,20.4
BMW,"118i 1,5 Lts. Hatchback 3P. T/A",A,Gasolina,Combustión,1.5,Hatchback,146,11.5,21.0,16.1
BMW,"118i 1,5 Lts. Hatchback 5P. T/A",A,Gasolina,Combustión,1.5,Hatchback,146,11.5,21.0,16.1
Citroen,"C3 1,2 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.2,Hatchback,126,14.3,22.6,18.7
Citroen,"C3 1,6 Lts. HDI Hatchback 5P. T/M Diésel ",M,Diésel,Combustión,1.6,Hatchback,104,21.1,28.7,25.4
Ssangyong,"Actyon Sport 2,2 Lts. Camioneta 4P. T/A 4x4 Diésel ",A,Diésel,Combustión,2.2,Camioneta,219,9.7,14.1,12.1
Ssangyong,"Actyon Sport 2,2 Lts. Camioneta 4P. T/A 4x2 Diésel ",A,Diésel,Combustión,2.2,Camioneta,213,9.4,15.6,12.4
Maserati,"Levante 3,0 Lts. Station Wagon 4P. 4x4 T/A Diésel ",A,Diésel,Combustión,3.0,Station Wagon,189,12.2,15.1,13.9
Nissan,VERSA (N17) 1.6 AT 4x2,A,Gasolina,Combustión,1.6,Sedán,163,10.7,18.2,14.5
Nissan,V-DRIVE (N17) 1.6 AT 4x2,A,Gasolina,Combustión,1.6,Sedán,163,10.7,18.2,14.5
Maserati,"Levante S 3,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Station Wagon,253,6.6,11.7,9.1
Suzuki,"Ertiga 1,4 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.4,Station Wagon,153,12.4,17.8,15.3
Peugeot,"3008 BlueHDi 120 Hp 1,6 Lts. Station Wagon 5P. T/M Diésel ",M,Diésel,Combustión,1.6,Station Wagon,123,18.4,23.8,21.4
Audi,"A4 2,0 Lts. Sedán 4P. T/A Diésel",A,Diésel,Combustión,2.0,Sedán,140,14.7,22.5,18.8
Audi,"A4 2,0 Lts. Station Wagon 5P. T/A Diésel",A,Diésel,Combustión,2.0,Station Wagon,140,14.7,22.5,18.8
Toyota,"Hiace 3,0 Lts. Furgón 5P. T/M Diésel ",M,Diésel,Combustión,3.0,Furgón,239,9.3,12.3,11.0
Toyota,"Hiace 3,0 Lts. Furgón 4P. T/M Diésel",M,Diésel,Combustión,3.0,Furgón,239,9.3,12.3,11.0
Hyundai,Ioniq AE Automóvil 4P. T/A Motor Eléctrico ,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
Hyundai,Ioniq AE PE,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
Audi,"A3 2,0 Lts. Hatchback 3P. T/A Otto ",A,Gasolina,Combustión,2.0,Hatchback,142,12.9,19.6,16.5
Audi,"A3 2,0 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,2.0,Hatchback,142,12.9,19.6,16.5
Audi,"A3 2,0 Lts. Convertible 2P. T/A Otto",A,Gasolina,Combustión,2.0,Cabriolet,142,12.9,19.6,16.5
Audi,"A3 2,0 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,2.0,Sedán,142,12.9,19.6,16.5
M. Benz,"GLE 400 4Matic 3,0 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,3.0,Station Wagon,204,9.0,13.5,11.5
Maserati,"Levante 3,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Station Wagon,248,6.7,11.9,9.3
M. Benz,"E43 AMG 4 Matic 3,0 Lts. Sedán 4P. T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Sedán,192,9.1,14.7,11.9
Peugeot,"3008 1,6 Lts. BlueHDi 120 HP Station Wagon 5P. T/A Diésel",A,Diésel,Combustión,1.6,Station Wagon,128,19.1,21.8,20.7
Infiniti,"Q50 3,0 T",A,Gasolina,Combustión,3.0,Sedán,216,7.8,14.3,10.9
Maxus,"G10 1,9 Lts. Minibus 4P. 10 pasajeros T/M Diésel",M,Diésel,Combustión,1.9,Minibus,240,8.9,12.7,11.0
Maxus,"G10 Cargo Van 1,9 Lts. Furgón 5P. T/M Diésel",M,Diésel,Combustión,1.9,Furgón,240,8.9,12.7,11.0
Maxus,"G107 1,9 Lts. Station Wagon 5P. 7 pasajeros T/M Diésel",M,Diésel,Combustión,1.9,Station Wagon,240,8.9,12.7,11.0
Maxus,"G109 1,9 Lts. Station Wagon 4P. 9 pasajeros T/M Diésel",M,Diésel,Combustión,1.9,Station Wagon,240,8.9,12.7,11.0
Maxus,"G10 Escolar 1,9 Lts. Minibus 19 asientos 4P. T/M Diésel",M,Diésel,Combustión,1.9,Furgón,240,8.9,12.7,11.0
Maxus,G10 Minibus,M,Diésel,Combustión,1.9,Minibus,240,8.9,12.7,11.0
M. Benz,"C 200 2,0 Lts. Cabriolet 2P. T/A Otto",A,Gasolina,Combustión,2.0,Cabriolet,176,10.5,16.1,13.4
Chery,"Tiggo 2 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,162,10.3,19.5,14.6
Subaru,"Impreza 2,0 Lts. CVT Sedán 4P. T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Sedán,150,12.0,17.9,15.2
Subaru,"Impreza 2,0 Lts. CVT Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Station Wagon,158,11.5,16.7,14.5
Chevrolet,"Cruze 1,5 Lts. Sedán 4P. T/M Otto",M,Gasolina,Combustión,1.5,Sedán,164,10.1,19.0,14.3
Chevrolet,"Cruze 1,5 Lts. Hatchback 5P. T/M Otto ",M,Gasolina,Combustión,1.5,Hatchback,164,10.1,19.0,14.3
Borgward,"BX7 2,0 Lts. Station Wagon 5P., 5 Pasajeros T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Station Wagon,235,7.6,12.7,10.2
Borgward,"BX7 2,0 Lts. Station Wagon 5P., 7 Pasajeros T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Station Wagon,235,7.6,12.7,10.2
Renault,"Alaskan 2,3 Lts. Pick Up Doble Cabina 4P. T/A 4x4 Diésel",A,Diésel,Combustión,2.3,Camioneta,197,10.8,15.5,13.4
Renault,"Alaskan 2,3 Lts. Pick Up Doble Cabina 4P. T/A 4x2 Diésel",A,Diésel,Combustión,2.3,Camioneta,197,10.8,15.5,13.4
Foton,"FT 500 2,8 Lts. Camioneta 4P. T/M 4x4 Diésel",M,Diésel,Combustión,2.8,Camioneta,251,8.3,12.4,10.5
Foton,"FT 500 2,8 Lts. Camioneta 4P. T/M 4x2 Diésel",M,Diésel,Combustión,2.8,Camioneta,251,8.3,12.4,10.5
Foton,"FT 500 2,8 Lts. Camioneta 2P. T/M 4x4 Diésel",M,Diésel,Combustión,2.8,Camioneta,251,8.3,12.4,10.5
Foton,"FT 500 2,8 Lts. Camioneta 2P. T/M 4x2 Diésel",M,Diésel,Combustión,2.8,Camioneta,251,8.3,12.4,10.5
Porsche,"Panamera 4S G2 2,9 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,2.9,Sedán,236,9.9,14.9,12.3
Nissan,Leaf (ZE0) Hatchback 5P. T/A Motor Eléctrico,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
Rolls-Royce,"Dawn 6,6 Lts. Cabriolet 2P. T/A Otto",A,Gasolina,Combustión,6.6,Cabriolet,348,4.4,9.9,6.8
Jeep,"Jeep Renegade Sport 1,8 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.8,Station Wagon,185,9.3,16.3,12.8
Jeep,"Jeep Renegade 1,8 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.8,Station Wagon,185,9.3,16.3,12.8
Jeep,"Jeep Renegade Longitude 1,8 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.8,Station Wagon,185,9.3,16.3,12.8
Jeep,"Jeep Renegade Night Eagle 1,8 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.8,Station Wagon,185,9.3,16.3,12.8
M. Benz,"Vito 114 Cdi 2,1 Lts. Furgón 6 m3 4P. T/M Diésel",M,Diésel,Combustión,2.1,Furgón,170,11.9,18.9,15.4
M. Benz,"Vito 114 Cdi 2,1 Lts. Furgón 6,9 m3 4P. T/M Diésel",M,Diésel,Combustión,2.1,Furgón,170,11.9,18.9,15.4
M. Benz,Vito 116,M,Diésel,Combustión,2.1,Furgón,170,11.9,18.9,15.4
M. Benz,Vito 116 Tourer,M,Diésel,Combustión,2.1,Minibus,170,11.9,18.9,15.4
Mazda,"CX9 2,5 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,2.5,Station Wagon,220,7.8,13.9,10.8
Porsche,"Panamera Turbo G2 4,0 Lts. Sedán 5P. T/A Otto",A,Gasolina,Combustión,4.0,Sedán,291,7.8,13.9,10.8
Volkswagen,"Golf 2,0 Lts. Hatchback 5P. T/M Diésel",M,Diésel,Combustión,2.0,Hatchback,134,14.8,24.2,19.7
Volkswagen,"Golf 2,0 Lts. Station Wagon 5P. T/M Diésel",M,Diésel,Combustión,2.0,Station Wagon,134,14.8,24.2,19.7
Volvo,"S60 T6 Polestar 2,0 Lts. Sedán 4P. T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Sedán,187,9.3,15.6,12.5
Volvo,"V60 T6 Polestar 2,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Station Wagon,187,9.3,15.6,12.5
Jac,"S2 1,5 Lts. Hatchback 5P. T/A 4x2 Otto",A,Gasolina,Combustión,1.5,Hatchback,170,10.9,16.7,14.0
Jac,JS2 1.5 CVT,A,Gasolina,Combustión,1.5,Hatchback,170,10.9,16.7,14.0
Ford,"Escape 2,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Station Wagon,214,7.8,13.7,10.7
Ford,"Escape 2,0 Lts. Station Wagon 5P. T/A 4x2 Otto",A,Gasolina,Combustión,2.0,Station Wagon,214,7.8,13.7,10.7
M. Benz,"SLC 300 2,0 Lts. Cabriolet 2P. T/A Otto",A,Gasolina,Combustión,2.0,Cabriolet,163,11.0,17.9,14.6
Volkswagen,"Golf 2,0 Lts. Hatchback 5P. T/A Diésel",A,Diésel,Combustión,2.0,Hatchback,152,12.5,21.7,17.4
Volkswagen,"Golf 2,0 Lts. Station Wagon 5P. T/A Diésel",A,Diésel,Combustión,2.0,Station Wagon,152,12.5,21.7,17.4
Volkswagen,"Bora 2,0 Lts. Sedán 4P. T/A Diésel",A,Diésel,Combustión,2.0,Sedán,150,13.0,22.2,17.6
Peugeot,"3008 1,6 Lts. THP 165 HP Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.6,Station Wagon,169,10.1,18.0,14.0
Infiniti,Q60 2.0T,A,Gasolina,Combustión,2.0,Coupé,182,9.5,16.6,13.0
Volkswagen,"Bora 2,0 Lts. Sedán 4P. T/M Diésel",M,Diésel,Combustión,2.0,Sedán,144,13.5,23.1,18.3
Baic,"X25 1,5 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.5,Station Wagon,169,11.0,16.8,14.0
Honda,"WR-V EX 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,157,12.0,17.9,15.2
Honda,"WR-V EX Smart 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,157,12.0,17.9,15.2
Honda,"WR-V EX Limited 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,157,12.0,17.9,15.2
Honda,"WR-V LX 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,157,12.0,17.9,15.2
Honda,"WR-V LX Smart 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,157,12.0,17.9,15.2
Honda,"WR-V LX Limited 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,157,12.0,17.9,15.2
Honda,"WR-V EX 1,5 Lts. Station Wagon 5P. T/A CVT Otto",A,Gasolina,Combustión,1.5,Station Wagon,150,12.8,18.6,15.9
Honda,"WR-V EX Smart 1,5 Lts. Station Wagon 5P. T/A CVT Otto",A,Gasolina,Combustión,1.5,Station Wagon,150,12.8,18.6,15.9
Honda,"WR-V EX Limited 1,5 Lts. Station Wagon 5P. T/A CVT Otto",A,Gasolina,Combustión,1.5,Station Wagon,150,12.8,18.6,15.9
Honda,"WR-V LX 1,5 Lts. Station Wagon 5P. T/A CVT Otto",A,Gasolina,Combustión,1.5,Station Wagon,150,12.8,18.6,15.9
Honda,"WR-V LX Smart 1,5 Lts. Station Wagon 5P. T/A CVT Otto",A,Gasolina,Combustión,1.5,Station Wagon,150,12.8,18.6,15.9
Honda,"WR-V LX Limited 1,5 Lts. Station Wagon 5P. T/A CVT Otto",A,Gasolina,Combustión,1.5,Station Wagon,150,12.8,18.6,15.9
Honda,"WR-V EXL 1,5 Lts. Station Wagon 5P. T/A CVT Otto",A,Gasolina,Combustión,1.5,Station Wagon,150,12.8,18.6,15.9
M. Benz,"SL 400 3,0 Lts. Cabriolet 2P. T/A Otto",A,Gasolina,Combustión,3.0,Cabriolet,203,8.5,15.0,11.7
Baic,"X55 1,5 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.5,Station Wagon,177,10.6,15.9,13.4
Baic,"X55 T 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,172,11.3,15.9,13.8
Ford,"Escape 2,0 Lts. Station Wagon 5P. T/M 4x2 Diésel",M,Diésel,Combustión,2.0,Station Wagon,122,19.8,22.6,21.5
Audi,"Q2 1,4 Lts. Station Wagon 5P. T/A 4x2 Otto",A,Gasolina,Combustión,1.4,Station Wagon,147,13.4,18.2,16.1
Bentley,"Bentayga 6,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,6.0,Station Wagon,296,5.3,10.4,7.6
BMW,i3 94Ah Hatchback 5P. T/A Motor Eléctrico,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
Land Rover,"Discovery Sport 2,0 Lts. Station Wagon 5P. T/A 4x4 Diésel",A,Diésel,Combustión,2.0,Station Wagon,156,14.1,18.9,17.0
Kia,"Morning (JA) 1,0 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.0,Hatchback,121,14.6,24.4,19.6
Volkswagen,"Caddy 1,6 Lts. Station Wagon 5P. T/M Diésel",M,Diésel,Combustión,1.6,Station Wagon,153,14.2,19.6,17.2
Lexus,"ES 250 2,5 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,2.5,Sedán,195,8.8,15.8,12.2
Baic,"X35 1,5 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.5,Station Wagon,166,11.4,16.7,14.3
Changan,"G10 1,5 Lts. Furgón Techo Alto 4P. T/M Otto",M,Gasolina,Combustión,1.5,Furgón,196,9.5,14.4,12.1
Changan,"G10 1,5 Lts. Furgón Techo Bajo 5P. T/M Otto",M,Gasolina,Combustión,1.5,Furgón,196,9.5,14.4,12.1
DS,"DS3 1,6 Lts. Hatchback 3P. T/M Otto",M,Gasolina,Combustión,1.6,Hatchback,155,11.1,19.4,15.3
DS,"DS3 Cabriolet 1,6 Lts. Hatchback 3P. T/M Otto",M,Gasolina,Combustión,1.6,Hatchback,155,11.1,19.4,15.3
Audi,"S4 3,0 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,3.0,Sedán,166,10.2,16.9,13.7
Audi,"S4 3,0 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,3.0,Station Wagon,171,10.0,16.4,13.3
Subaru,"Impreza 1,6 Lts. Sedán 4P. T/A CVT 4x4 Otto",A,Gasolina,Combustión,1.6,Sedán,145,12.5,18.2,15.6
Subaru,"Impreza 1,6 Lts. Station Wagon 5P. T/A CVT 4x4 Otto",A,Gasolina,Combustión,1.6,Station Wagon,145,12.5,18.2,15.6
Kia,"Morning (JA) 1,2 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,1.2,Hatchback,138,12.9,21.1,17.2
Faw,"D60 1,5 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.5,Hatchback,153,11.8,18.4,15.6
Peugeot,"Expert 2,0 Lts. HDI 150 HP Furgón 5P. T/M Diésel",M,Diésel,Combustión,2.0,Furgón,139,15.8,21.6,19.0
Kia,"Morning (JA) 1,2 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.2,Hatchback,127,14.1,22.9,18.6
Infiniti,Q60 Coupé 3.0 AUT,A,Gasolina,Combustión,3.0,Coupé,231,7.1,13.8,10.3
Infiniti,Q60 SD 3.0T,A,Gasolina,Combustión,3.0,Coupé,231,7.1,13.8,10.3
Infiniti,Q60S 3.0T,A,Gasolina,Combustión,3.0,Coupé,231,7.1,13.8,10.3
Renault,"Clio IV RS 1,6 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,1.6,Hatchback,152,12.5,18.2,15.6
Volvo,"V90CC T6 2,0 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,2.0,Station Wagon,179,9.8,15.4,12.7
Suzuki,"New Swift 1,2 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.2,Hatchback,115,16.3,24.0,20.5
Suzuki,"Swift 1,2 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.2,Hatchback,115,16.3,24.0,20.5
Suzuki,"New Swift 1,2 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,1.2,Hatchback,119,15.8,23.2,19.9
Suzuki,"Swift 1,2 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,1.2,Hatchback,119,15.8,23.2,19.9
M. Benz,"Vito 111 CDI 1,6 Lts. Furgón 5P. T/M Diésel",M,Diésel,Combustión,1.6,Furgón,179,12.0,17.1,14.8
M. Benz,"Vito 111 CDI Tourer 1,6 Lts. Minibús 8 asientos 5P. T/M Diésel",M,Diésel,Combustión,1.6,Minibus,179,12.0,17.1,14.8
M. Benz,"Vito 111 CDI 1,6 Furgón 3 Asientos 2P. T/M Diésel",M,Diésel,Combustión,1.6,Furgón,179,12.0,17.1,14.8
M. Benz,Vito 111 CDI Tourer Minibus 10 asientos,M,Diésel,Combustión,1.6,Furgón,179,12.0,17.1,14.8
Peugeot,"Traveller L2H1 Blue Hdi 150HP 2,0 Lts. Minibus 9 Pasajeros 5P. T/M Diésel",M,Diésel,Combustión,2.0,Minibus,156,15.4,18.1,17.0
Peugeot,"Traveller L3H1 Blue Hdi 150HP 2,0 Lts. Minibus 9 Pasajeros 5P. T/M Diésel",M,Diésel,Combustión,2.0,Minibus,156,15.4,18.1,17.0
Aston Martin,"DB11 5,2 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,5.2,Coupé,308,5.0,11.2,7.7
Volvo,"V90CC D5 2,0 Lts. Station Wagon 5P. T/A 4x4 Diésel",A,Diésel,Combustión,2.0,Station Wagon,149,15.4,19.2,17.5
Audi,"A5 2,0 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,2.0,Coupé,156,10.9,19.5,15.2
Audi,"A5 2,0 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,2.0,Hatchback,156,10.9,19.5,15.2
Audi,"A5 2,0 Lts. Convertible 2P. T/A Otto",A,Gasolina,Combustión,2.0,Cabriolet,156,10.9,19.5,15.2
Skoda,"SuperB 2,0 Lts. Sedán 4P. T/A Diésel",A,Diésel,Combustión,2.0,Sedán,134,16.5,22.3,19.8
Skoda,"SuperB 2,0 Lts. Station Wagon 5P. T/A Diésel",A,Diésel,Combustión,2.0,Station Wagon,134,16.5,22.3,19.8
MG,"MG 360 1,5 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,1.5,Sedán,170,10.5,17.3,14.0
MG,"MG 360 1,5 Lts. Sedán 4P. T/M Otto",M,Gasolina,Combustión,1.5,Sedán,155,11.7,18.5,15.3
Renault,"Alaskan 2,3 Lts. Pick Up Doble Cabina 4P. T/M 4x4 Diésel",M,Diésel,Combustión,2.3,Camioneta,178,13.1,16.0,14.8
Renault,"Alaskan 2,3 Lts. Pick Up Doble Cabina 4P. T/M 4x2 Diésel",M,Diésel,Combustión,2.3,Camioneta,178,13.1,16.0,14.8
Suzuki,"New Swift DIT 1,0 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.0,Hatchback,113,16.6,24.8,21.0
Suzuki,"Swift DIT 1,0 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.0,Hatchback,113,16.6,24.8,21.0
Audi,"A3 2,0 Lts. Hatchback 5P. T/A Diésel",A,Diésel,Combustión,2.0,Hatchback,153,12.9,21.6,17.3
Audi,"A3 2,0 Lts. Hatchback 3P. T/A Diésel",A,Diésel,Combustión,2.0,Hatchback,153,12.9,21.6,17.3
Audi,"A3 2,0 Lts. Sedán 4P. T/A Diésel",A,Diésel,Combustión,2.0,Sedán,153,12.9,21.6,17.3
Audi,"A3 2,0 Lts. Convertible 2P. T/A Diésel",A,Diésel,Combustión,2.0,Cabriolet,153,12.9,21.6,17.3
Audi,"TTS 2,0 Lts. Coupé 2P. T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Coupé,159,11.9,16.7,14.5
Audi,"TTS 2,0 Lts. Cabriolet 2P. T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Cabriolet,159,11.9,16.7,14.5
Changan,"CS35 1,6 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.6,Station Wagon,171,10.2,17.5,13.9
M. Benz,"C 200 2,0 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,2.0,Coupé,157,11.1,19.2,15.2
M. Benz,"C 200 2,0 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,2.0,Sedán,157,11.1,19.2,15.2
Hyundai,"i30 PD PE 1,6 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.6,Hatchback,163,11.1,17.7,14.6
Kia,"Rio 5 (SC) 1,4 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.4,Hatchback,138,13.3,20.7,17.2
Kia,"Rio 4 (SC) 1,4 Lts. Sedán 4P. T/M Otto",M,Gasolina,Combustión,1.4,Sedán,138,13.3,20.7,17.2
Kia,"Rio 3 (SC) 1,4 Lts. Hatchback 3P. T/M Otto",M,Gasolina,Combustión,1.4,Hatchback,138,13.3,20.7,17.2
Land Rover,"New Discovery S/C 3,0 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,3.0,Station Wagon,254,7.0,10.8,9.2
Changan,"CS35 1,6 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.6,Station Wagon,186,9.1,17.0,13.0
Citroen,"Jumper III Largo H2 2,2 Lts. Furgón 4P. T/M Diésel",M,Diésel,Combustión,2.2,Furgón,256,8.8,11.4,10.3
Citroen,"Jumper III Largo L4H2 2,2 Lts. Furgón 4P. T/M Diésel",M,Diésel,Combustión,2.2,Furgón,256,8.8,11.4,10.3
M. Benz,"GLC 43 AMG 4Matic 3,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Station Wagon,199,8.9,13.7,11.5
M. Benz,"GLC 43 AMG 4Matic Coupé 3,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Station Wagon,203,8.7,13.3,11.2
